1000, 10, 10.0, 10.0, 1.0, 10.0, 0.0, 0.0, 641.9, 0.0, 358.1, 49626.884471594996, 49.43640925727134, 920.736113078306, 18.875728301796137, 99.9672925975838, 50.024438441753965, 109.74954202917861, 36.001965519249374, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 2.0, 10.0, 0.0, 0.0, 543.42, 0.0, 456.58, 49271.52408671898, 46.90923827807511, 871.4687763603575, 36.854485497170124, 99.35905714477258, 49.67292698302511, 104.12767700065483, 45.85535558883943, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 3.0, 10.0, 0.0, 0.0, 440.72, 0.0, 559.28, 49503.98061598136, 47.785324129470126, 835.6738901903151, 69.06320698737711, 99.60437226345265, 49.705540370550764, 102.72139273411665, 56.18633785628004, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 4.0, 10.0, 0.0, 0.0, 341.26, 0.0, 658.74, 49683.51777471115, 49.77522593491711, 783.2658548254537, 115.57278955303502, 99.8559388435552, 50.005320626523414, 101.66902192405854, 65.69354885575049, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 5.0, 10.0, 0.0, 0.0, 248.32, 0.0, 751.68, 49520.43045084844, 51.0002236727277, 706.7914066126781, 209.96467946646953, 99.80796338597214, 50.12700769189434, 100.56824494730581, 75.09673509444237, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 6.0, 10.0, 0.0, 0.0, 159.43, 0.0, 840.57, 49882.539466145216, 49.87196428878354, 598.9257678266, 374.41639272364955, 100.19448847174205, 50.15771459073273, 98.76938000129668, 83.65299731558265, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 7.0, 10.0, 0.0, 0.0, 88.29, 0.0, 911.71, 49805.15800465988, 50.995429474585755, 466.0323788169599, 737.9466854888618, 100.25383953729366, 49.926723038971794, 94.30592441733124, 91.28433956983328, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 8.0, 10.0, 0.0, 0.0, 44.9, 0.0, 955.1, 49820.14575108708, 49.43928386183094, 347.2273753654417, 1243.9342151232938, 100.12608306390551, 49.90668795915014, 88.27468812121471, 95.82517602621242, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 9.0, 10.0, 0.0, 0.0, 22.4, 0.0, 977.6, 49703.73481352051, 46.970184791838875, 248.98669481680588, 1596.5545976239182, 99.83608075310939, 49.519699141955805, 81.17915107611385, 97.61708829888535, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 11.21, 0.0, 988.79, 49939.74655857203, 49.77534046562036, 173.43194827595886, 2007.3564618106063, 100.3328206239541, 50.06535341199192, 73.69755815721017, 99.69315604997156, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 11.0, 10.0, 0.0, 0.0, 5.67, 0.0, 994.33, 49825.0377169954, 50.77900206339121, 130.78716122220675, 2108.5990961773846, 99.76625484832589, 50.1353088705283, 67.55705196578234, 99.5895199305311, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 12.0, 10.0, 0.0, 0.0, 2.14, 0.0, 997.86, 49696.30251295652, 51.51818875207273, 93.11482491162498, 2178.2030781681524, 99.98450341134608, 50.5677699383755, 61.63805645886674, 99.62969166471368, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 13.0, 10.0, 0.0, 0.0, 1.29, 0.0, 998.71, 49353.47757201552, 52.07067059901295, 74.96650107856426, 2471.0069765812905, 99.31148514607297, 50.04468142742674, 57.31707605236554, 99.74936690051682, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 14.0, 10.0, 0.0, 0.0, 0.59, 0.0, 999.41, 49886.84093219575, 51.57020596615373, 61.5640439872167, 2278.1513782422912, 100.2258663075922, 50.35471830542931, 53.55398563613891, 99.85912704993768, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 15.0, 10.0, 0.0, 0.0, 0.37, 0.0, 999.63, 49738.81716865403, 50.66913509421728, 49.2764133693084, 2533.4256475174097, 100.08132252682121, 50.34168841638415, 49.75476667418131, 100.2351163364716, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 16.0, 10.0, 0.0, 0.0, 0.35, 0.0, 999.65, 49904.5017994322, 50.15631766032103, 42.017762450534136, 2241.7359300381936, 100.214953292948, 50.13971536292005, 47.038132980304106, 99.94758474596118, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 17.0, 10.0, 0.0, 0.0, 0.09, 0.0, 999.91, 49780.51548967899, 50.10888897208602, 33.86026421026163, 2472.434249663337, 100.02887884800604, 49.96690096011102, 43.86884165075908, 100.30021337061366, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 18.0, 10.0, 0.0, 0.0, 0.06, 0.0, 999.94, 50060.13299505629, 47.45114110077242, 29.738437937516583, 2261.6808174606986, 100.22871735566385, 49.36031530659697, 41.6125668109094, 100.02765044170214, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 19.0, 10.0, 0.0, 0.0, 0.0, 0.0, 1000.0, 49811.7268202203, 49.612951246902064, 25.671456916420617, 2200.2192957741627, 100.24558880115715, 49.885109865362985, 39.62390746792814, 99.95692951759779, 1000, 1000, 10, 1000
1000, 10, 10.0, 10.0, 20.0, 10.0, 0.0, 0.0, 0.01, 0.0, 999.99, 49565.67754512406, 52.23962026811767, 22.53182543586643, 2571.8962330640547, 99.63286012074124, 50.26002704951903, 37.63683739779265, 100.4731656738481, 1000, 1000, 10, 1000
